year,site,snow,wind,ta_summer,ta_annual,fac,SSP
2085,VIR470,400.21440000000007,7.045758574341864,-4.456143052,-18.58411117,17.389630273739623,3
2085,VIR487,964.8767999999997,7.316845693296784,-1.777486049,-12.26379587,22.96895668500001,3
2085,VIR594,816.2256000000006,9.560091087760656,-1.116651018,-10.27334532,4.756705803899557,3
2085,VIR294,216.3462000000001,3.991413513361409,-2.85471179,-18.65198116,17.32969769879453,3
2085,VIR451,1002.6600000000004,7.707758024789449,-2.711974512,-13.84939465,25.397770700000006,3
2085,VIR156,134.5661999999999,3.476427729443648,-3.2909642,-20.30549822,15.873010700634891,3
2085,VIR60,87.44639999999995,4.11146216,-3.968465537,-22.16762838,13.453434489999996,3
2085,VIR41,121.50420000000007,6.211248423623248,-3.418040346,-18.47110588,10.365667935414336,3
2085,VIR501,109.25279999999998,5.322336882,-5.111400465,-21.86506922,13.826683450000004,3
2085,VIR559,826.5708000000003,6.918767639197874,-0.807479577,-9.669069782,16.892030174999995,3
2085,VIR312,236.29800000000012,4.127330879107297,-4.047424599,-21.94493154,17.390224019209885,3
2085,VIR578,901.4345999999996,5.917093431083035,-2.958379535,-9.790603641,20.868643415000005,3
2085,VIR371,281.4372000000001,4.664293868738636,-3.479605358,-20.20992259,18.160181939364346,3
2085,VIR450,1033.2186,7.037464591940782,-3.036852177,-12.46354615,24.358871894999996,3
2085,VIR295,504.4926,5.467041641285731,-4.759110291,-17.47407439,21.135514369508396,3
2085,VIR595,810.6768,9.742794148480675,-1.56184012,-11.02116154,5.977352060949791,3
2085,VIR562,833.4437999999993,7.5668100816383275,-0.788175102,-9.570678303,1.9567673490622757,3
2085,VIR657,992.4929999999995,5.5584038239136975,-1.087776802,-8.660896618,19.253925315000004,3
2085,VIR585,1015.7111999999994,7.348496926699858,-1.465730362,-10.65326706,19.717968970000005,3
2085,VIR666,790.8233999999999,6.938973579550471,-2.207383697,-13.09808397,22.305389500460578,3
2085,VIR396,519.7488,5.362183814798627,-2.045548212,-12.51279403,16.788748925945054,3
2085,VIR553,930.3743999999997,6.008346916547488,-0.656096519,-8.117379535,3.5491789450000013,3
2085,VIR323,289.6146,4.671155304836062,-3.255252751,-18.48499979,17.510367231675104,3
2085,VIR549,843.4673999999998,5.442596935859066,-0.731838435,-8.685699239,14.555407737818905,3
2085,VIR511,1221.5334,7.679990335933221,-1.939375791,-12.38473152,26.271973300000013,3
2085,VIR624,872.0231999999995,5.764696160416334,-0.50680279,-8.704069864,18.084156203262314,3
2085,VIR50,93.95819999999995,5.032593548,-4.259392513,-21.86635061,13.26424554038905,3
2085,VIR458,689.6207999999999,7.539751008064518,-1.756464915,-12.92390745,17.814885564999997,3
2085,VIR689,825.9467999999999,8.995385134165826,-3.720541067,-16.66897881,24.433037854999977,3
2085,VIR479,964.9494000000003,6.804337978596145,-2.518798291,-12.5599849,24.04009221999999,3
2085,VIR607,362.6184,9.669563888778537,-4.264724489,-19.11637172,15.665561126209987,3
2085,VIR73,159.49380000000008,5.067066313209565,-3.118602693,-17.7970635,2.521429168867531,3
2085,VIR84,100.97820000000003,4.95382747,-4.19589875,-21.47338992,13.017903182988178,3
2085,VIR509,1174.9265999999996,7.346288689924433,-2.042119243,-12.20765337,25.983519320000017,3
2085,VIR228,146.06579999999988,3.693521331020356,-2.965587468,-18.67339639,15.615862746027384,3
2085,VIR693,957.3162000000002,5.6246267661820015,-0.009298155,-5.755845121,2.663944479999998,3
2085,VIR746,846.0378000000001,9.280769914653849,-1.111361963,-10.95860502,11.738226216889919,3
2085,VIR484,997.8780000000003,7.347037243211152,-2.023865823,-12.26210372,23.85275011,3
2085,VIR597,901.4106000000004,9.664896504272827,-1.388200951,-10.73619455,18.347841494999987,3
2085,VIR519,993.2999999999998,5.687224063995267,-0.801354342,-9.522509737,18.079907059999993,3
2085,VIR704,1021.7309999999998,8.099081329343012,-1.267662052,-11.24150161,18.77788658327145,3
2085,VIR431,417.61739999999986,5.621710980675178,-2.91578058,-19.15303889,19.588560685000004,3
2085,VIR199,131.3454,5.6357891892667356,-4.247168183,-22.35628198,13.80358444029024,3
2085,VIR522,1144.5557999999996,6.076130760920423,-1.326719533,-9.457483859,22.05470444,3
2085,VIR410,379.97999999999996,5.306962053295547,-3.50534541,-20.76849472,19.370630979999998,3
2085,VIR116,165.46260000000012,5.688964677463495,-3.567809484,-17.2255578,12.181924061762537,3
2085,VIR705,1009.3836000000001,8.294670052262655,-1.225374589,-11.06094917,18.826631418315426,3
2085,VIR296,413.5554,5.593289022635378,-4.749434934,-19.81644543,19.67308602256447,3
2085,VIR485,990.8232000000003,7.369636509702142,-1.886422156,-12.209264,23.087811265595445,3
2085,VIR596,835.9494000000003,9.814616628,-1.556064794,-10.98814892,16.359683859999993,3
2085,VIR240,223.98239999999993,4.187573004,-4.695653938,-23.27509298,17.501590529334656,3
2085,VIR747,880.4616000000004,8.993848078001134,-0.898806144,-11.02079671,2.0794771255377458,3
2085,VIR78,122.03940000000003,5.489101097780603,-3.667284042,-19.72225165,12.213648249456998,3
2085,VIR182,178.20720000000003,4.407295435735473,-3.950264858,-19.84968453,16.10402352444921,3
2085,VIR561,809.7659999999997,6.966385891731552,-1.241653755,-10.77634095,16.074935414999995,3
2085,VIR586,898.9115999999999,7.1944972103042195,-0.970524889,-10.39188818,19.222625289999996,3
2085,VIR529,163.87260000000003,5.195413222032414,-3.732294481,-20.94041578,14.552380963989064,3
2085,VIR192,211.16280000000006,7.109889229324465,-3.92942103,-19.10215415,13.27092560832262,3
2085,VIR30,194.10180000000014,4.888742232330454,-2.601800632,-15.78202216,0.8923795286067165,3
2085,VIR550,846.0594,5.675767654647141,-0.872389149,-8.777741806,16.984391190000004,3
2085,VIR395,520.4580000000001,5.1120570237874565,-1.743900776,-12.65614957,16.73690675739574,3
2085,VIR606,718.4826,9.335660317018911,-1.367241932,-11.02126675,15.09439900523615,3
2085,VIR533,910.8497999999995,6.144541598248494,-2.05283677,-11.04507509,21.919867520000007,3
2085,VIR188,208.36980000000005,5.920621198929145,-3.324953748,-17.52259079,13.883949909368845,3
2085,VIR688,868.7484000000003,8.608330764341323,-2.505396754,-12.76879655,18.60539751161315,3
2085,VIR734,875.8865999999998,6.027135706892136,0.22805894115154476,-4.665134075,1.2265474053128682,3
2085,VIR459,585.9150000000003,5.2142104338815605,-2.307701242,-15.40781766,20.532710905000005,3
2086,VIR102,194.21760000000003,4.271508900983457,-4.326183114,-20.86292532,16.103773803099923,3
2086,VIR623,1247.0436000000004,5.206229256603457,-2.101020469,-8.219882136,24.136462445000014,3
2086,VIR516,971.9064000000006,6.019406927008843,-1.168576699,-10.38337093,20.97795496499999,3
2086,VIR598,865.5504000000001,9.416440760346594,-1.016604501,-10.39934669,17.742487254999997,3
2086,VIR123,167.21519999999992,5.199028039311759,-3.508094477,-19.29102965,12.854196482999733,3
2086,VIR305,278.8086000000002,4.516403955232447,-4.517855746,-22.63016266,17.768614411715088,3
2086,VIR602,786.1464000000001,8.899396029759693,-0.737491734,-10.12184357,11.64789994971689,3
2086,VIR711,878.3687999999997,8.952685092,-2.992475303,-13.35549133,19.185396199999982,3
2086,VIR118,209.14139999999998,5.7367632891263645,-3.531464289,-17.8723716,3.453350930090201,3
2086,VIR554,743.6718000000002,5.576006626079241,-0.873624119,-10.43535252,20.287444809999993,3
2086,VIR15,202.63920000000013,6.801800631102468,-2.215027272,-14.65082581,0.3353541599999999,3
2086,VIR582,989.1498,7.294242161153484,-1.43204799,-11.25540334,19.49772666000001,3
2086,VIR139,121.2438,4.481907671332348,-4.398788402,-23.30264049,14.419179835371322,3
2086,VIR640,820.8690000000003,7.784431214,-0.327354673,-9.086247006,1.869782830938435,3
2086,VIR481,1049.9382,7.033486208220779,-1.657235443,-11.4367686,22.94104000271794,3
2086,VIR592,822.2117999999999,9.097414139608384,-1.11358871,-10.24600198,12.901087629490952,3
2086,VIR608,352.38719999999995,7.223724444709294,-3.357833065,-19.88407787,17.30592312433509,3
2086,VIR743,923.4426000000002,8.132932790733088,-0.783051294,-10.44665837,9.568350260765234,3
2086,VIR565,262.01099999999997,3.434473193318857,-1.941100052,-16.20630909,1.9914632159112455,3
2086,VIR588,868.7831999999999,7.825951698425946,-0.923424208,-10.23265587,9.536497164446581,3
2086,VIR527,763.5935999999999,6.266179536455849,-1.43783716,-11.45104813,18.150404954999996,3
2086,VIR334,166.53719999999996,5.995757387507286,-4.118989909,-21.28678887,13.902686497735681,3
2086,VIR720,915.9065999999996,9.356276721158428,-0.584512679,-9.185387796,8.676013053411468,3
2086,VIR288,209.21400000000006,4.560071561545458,-3.08288234,-20.62546339,17.656564949421533,3
2086,VIR507,1160.1540000000014,7.089796184473048,-1.860702494,-11.46019625,24.66860951438762,3
2086,VIR67,191.5818,6.560096063527377,-4.386053545,-17.53813359,13.297192464755407,3
2086,VIR207,127.95659999999998,4.626406467944984,-4.226273902,-22.73131903,14.845789467763783,3
2086,VIR670,899.9741999999995,5.866828695243393,-0.324939976,-7.215851399,3.3004548149999935,3
2086,VIR264,193.8732,4.611952549790777,-2.581993902,-16.05782826,1.0918129321840335,3
2086,VIR564,246.4631999999998,4.915449973074141,-2.906769026,-19.99056794,11.443675594734536,3
2086,VIR5,196.48380000000012,8.519947982,-3.360462041,-14.95833629,5.866143934093925,3
2086,VIR356,408.03780000000006,4.953718745585923,-4.296674195,-20.82454322,20.02787676342393,3
2086,VIR593,808.0703999999998,9.331243914645022,-1.09975878,-10.26254544,14.261540888675704,3
2086,VIR752,827.3339999999997,5.657858951524624,0.41454999602733206,-3.674832678,0.7960577549999986,3
2086,VIR641,931.6433999999999,8.068160681180144,-0.607389318,-9.232405412,2.740747165000003,3
2086,VIR583,1118.9711999999997,7.578453046926035,-2.01972816,-11.46837894,23.24472859000002,3
2086,VIR425,608.0166000000002,5.760647255217438,-1.386586439,-11.66747625,18.53479808508337,3
2086,VIR517,963.5736000000003,5.7477977205713575,-0.879398177,-9.779138827,16.48360032981884,3
2086,VIR327,238.98420000000007,4.003609076222258,-2.557327907,-16.24401602,13.87706718850523,3
2086,VIR215,147.44579999999996,4.1312901371894695,-4.064371656,-23.06320622,16.403566478995415,3
2086,VIR712,835.3968000000001,8.774843496742415,-3.32342545,-13.91071268,18.753080349999987,3
2086,VIR365,308.05319999999995,4.803186225435668,-3.932625324,-21.60735688,18.433658471361955,3
2086,VIR695,734.8728,6.5537431476993895,0.18854586776312338,-6.03038481,1.523610253,3
2086,VIR662,679.7748000000003,8.989967197,-4.63658284,-18.22977991,23.173714469999997,3
2086,VIR581,915.9155999999998,7.217750255464627,-0.904496987,-9.967366341,18.294533265000002,3
2086,VIR257,219.52619999999985,4.223844546740647,-3.411701914,-19.26393522,13.525398814295293,3
2086,VIR591,837.0876000000003,8.668963534769674,-0.94216522,-10.0692647,4.194861739026972,3
2086,VIR172,182.87160000000003,3.833083571141657,-4.29935124,-21.95676403,15.03429033161771,3
2086,VIR266,195.86759999999992,6.115708933647615,-4.108576669,-19.51095968,13.593196361896023,3
2086,VIR454,901.8540000000003,7.668623175331496,-1.537287025,-12.38053105,20.889770975000005,3
2086,VIR92,104.21099999999997,4.381499169,-4.33670057,-23.16995117,14.502086457579228,3
2086,VIR611,598.1483999999999,6.411191404249876,-4.007496507,-16.67624563,22.27724115,3
2086,VIR224,164.22060000000002,3.6827151056288283,-3.360992045,-20.65106716,16.927236578165004,3
2086,VIR723,1134.693,8.444469898763176,-1.072020906,-10.45687756,18.6030774,3
2086,VIR505,1033.7898000000002,6.709096066286171,-1.761737695,-11.29939766,23.53337118499999,3
2086,VIR416,335.01659999999976,5.178091109,-3.212813755,-19.38383386,18.445064052520706,3
2086,VIR722,1144.4004000000004,9.565657206199123,-2.065342944,-11.20494865,24.049501859999985,3
2086,VIR148,130.1328,3.736231789179334,-3.986379234,-22.79142421,15.683153401338444,3
2086,VIR110,169.55280000000013,4.5670456978212135,-3.258748782,-18.51245763,15.175879349281761,3
2086,VIR525,697.6637999999998,5.945779812666635,-1.245089488,-11.34540542,17.30805216,3
2086,VIR703,1019.9316000000005,8.278834014204495,-1.197823647,-10.83808535,19.929816880000022,3
2086,VIR648,535.3524000000001,4.84709683,-0.787673341,-12.19294603,1.2582189143960185,3
2086,VIR64,185.96159999999995,4.968865497598744,-3.858317827,-18.40416193,13.907043710242874,3
2086,VIR610,393.72240000000005,4.339757336193653,-1.558353352,-13.7202847,5.992925279900385,3
2086,VIR499,669.2321999999995,6.431997533635254,-1.406689668,-11.35288405,6.828619025362835,3
2086,VIR131,111.28680000000003,4.897416668873707,-4.139796868,-21.49988426,13.402383297347692,3
2086,VIR383,316.0740000000003,5.412332184018396,-2.521001374,-13.35140918,14.732635465034466,3
2086,VIR26,95.17500000000001,6.231751797080534,-3.657009286,-19.63301845,2.205196425687649,3
2086,VIR741,1017.5352000000007,7.534131442895106,-1.410437613,-11.8809683,12.435839149807109,3
2086,VIR590,844.7363999999998,8.437389505,-0.93616664,-10.09500531,13.98714891678917,3
2086,VIR642,1192.5191999999993,7.942964407653128,0.098332171,-7.734311899,3.1259648449999986,3
2086,VIR99,105.30360000000003,3.788910381574766,-4.010308991,-22.65360749,14.424926834812133,3
2086,VIR280,164.23260000000005,4.645897666278226,-4.11564632,-23.26521929,16.858070129420476,3
2086,VIR393,535.1610000000003,5.0903380420484865,-1.728339941,-13.07156489,18.582223195000005,3
2086,VIR600,832.7082000000003,9.204405745,-1.092018033,-10.54422985,16.840646850000002,3
2086,VIR658,901.4957999999999,5.985615031913767,-0.269885723,-7.905290187,3.7739965999999985,3
2086,VIR535,985.914,6.528759346253338,-1.55980184,-9.871693836,22.569527695000005,3
2086,VIR426,529.5366,5.398514512928827,-2.886011451,-16.62814563,20.097367210568464,3
2086,VIR489,897.6893999999998,7.318108437284817,-1.180912449,-11.38113086,20.25349794000001,3
2086,VIR158,320.3250000000001,6.6667146228393115,-4.89179561,-20.54483668,16.579641101149047,3
2086,VIR403,466.39439999999996,5.363941777791021,-3.64944235,-19.50264414,20.71400563999999,3
2086,VIR231,331.43160000000006,5.824611053728128,-4.809234414,-20.71755788,17.356740698506936,3
2086,VIR604,725.6208,8.813362445265465,-0.580720235,-9.94372003,1.7378438997387784,3
2086,VIR248,190.8264000000001,4.060455524877731,-3.910882892,-20.27994122,16.517716928239548,3
2086,VIR441,270.92340000000024,7.2062730762354965,-4.007699428,-18.42709299,14.706208809368826,3
2086,VIR397,578.5649999999999,5.1870442058636606,-4.087227409,-19.12977345,24.145441980000005,3
2086,VIR273,140.89140000000003,5.4920882042657615,-4.290055938,-23.06184323,14.449174362214348,3
2086,VIR646,514.5702000000002,7.040265652312093,-2.506496832,-18.65618901,20.25118384012485,3
2086,VIR497,627.2717999999999,5.8500854912645455,-1.526441622,-12.19591349,9.021816823949854,3
2086,VIR22,145.45740000000004,8.071082494658967,-2.714226078,-15.95063691,0.16899756000000582,3
2086,VIR470,396.16140000000007,7.042945075105499,-4.357585492,-18.42141566,17.445229002408773,3
