year,site,snow,wind,ta_summer,ta_annual,fac,SSP
2035,VIR512,1068.3702000000005,8.261578056,-3.58429899,-15.78941649,27.07054159999999,5
2036,VIR466,492.0671999999999,5.930704409220121,-3.468709489,-15.28161681,18.39241610133406,5
2036,VIR575,815.5350000000001,5.359733902969791,-1.78117387,-11.04951082,21.12489532824866,5
2036,VIR619,913.0692000000004,5.762510550744214,-0.994452384,-9.372597608,18.74360237999999,5
2036,VIR621,1084.8126000000002,4.964180472,-1.657023882,-10.34173416,22.577818795000006,5
2036,VIR440,532.7741999999998,6.9467385405079725,-4.266887951,-15.41363763,18.221290269999997,5
2036,VIR716,791.136,7.403965448,-2.640193151,-12.03465444,20.632308564999995,5
2036,VIR513,1013.3964000000001,8.185426790900824,-3.255159764,-15.45216478,26.118461595000003,5
2036,VIR494,447.64740000000006,5.691547526903792,-2.729748484,-15.28966325,18.07847806451927,5
2036,VIR469,458.7450000000001,6.310658514972545,-3.53318219,-13.92724604,16.21397720447173,5
2036,VIR715,848.1588000000002,7.433825679,-3.054281881,-12.91544813,21.583967110000003,5
2036,VIR512,1060.7430000000004,8.124522149831384,-3.406471754,-15.70372698,27.06845170999999,5
2037,VIR466,503.92139999999995,5.959631348544239,-3.395799062,-15.12011819,18.409614026834614,5
2037,VIR575,833.0766,5.324703229006658,-1.8431996,-10.83985179,21.17527294010513,5
2037,VIR619,925.2906000000003,5.714597116284408,-1.066488675,-9.196266436,18.49888020499999,5
2037,VIR621,1104.2772000000002,4.925151366377104,-1.711018122,-10.11962005,22.620715320000006,5
2037,VIR440,540.6581999999999,6.962755197574025,-4.174005078,-15.24586215,18.230505094999998,5
2037,VIR716,798.4487999999999,7.493754986801915,-2.549563639,-11.82616968,20.524511964999995,5
2037,VIR513,990.5694,8.166504603880853,-3.418529964,-15.29403745,26.069392320000006,5
2037,VIR494,456.3,5.693647517303177,-2.679958257,-15.13271722,18.083693850412303,5
2037,VIR469,474.5856000000001,6.344618912437983,-3.443474145,-13.79407157,16.223792483076323,5
2037,VIR715,860.9934000000002,7.5047475777760155,-2.987040905,-12.706406,21.549215085000004,5
2037,VIR512,1037.3628000000006,8.104266565473983,-3.565938248,-15.53865462,27.055195559999987,5
2038,VIR466,501.7025999999999,5.923228688291224,-3.288490346,-14.98573873,18.39856305502581,5
2038,VIR575,822.4908,5.341878792794464,-1.646849886,-10.50206389,21.14991374689061,5
2038,VIR619,922.3050000000003,5.739215639180219,-0.900615346,-8.806682605,18.21482552999999,5
2038,VIR621,1097.0658,4.9423327859879596,-1.518750394,-9.809110961,22.453908020000007,5
2038,VIR440,536.0393999999999,6.919275816272933,-4.050213031,-15.11798558,18.225947119999997,5
2038,VIR716,802.7027999999999,7.5322085827286065,-2.455491465,-11.78387429,20.450970664999996,5
2038,VIR513,1005.7992,8.275226136955522,-3.143364737,-15.04448079,26.001640845000004,5
2038,VIR494,450.87720000000013,5.692109272096864,-2.563246209,-14.93218442,18.051854004767534,5
2038,VIR469,481.1358,6.3099578533026115,-3.334655076,-13.66224891,16.241548165928478,5
2038,VIR715,864.5868000000003,7.545233149818144,-2.901408927,-12.66961101,21.536439135000006,5
2038,VIR512,1051.2108000000005,8.209285870985399,-3.308536125,-15.31697665,27.05200090999999,5
2039,VIR466,538.5641999999998,6.050488816939457,-3.176512524,-14.69614248,18.450405454366123,5
2039,VIR575,806.4132,5.348068324924521,-1.617053899,-10.57542368,21.088048386115126,5
2039,VIR619,910.6200000000003,5.726396242738847,-0.871194455,-8.883609942,17.89728140999999,5
2039,VIR621,1078.8828,4.936737787908083,-1.503194038,-9.876216991,22.244104680000007,5
2039,VIR440,574.3901999999998,7.029230949401452,-3.951090719,-14.86326789,18.25418559,5
2039,VIR716,808.4753999999999,7.544839647116728,-2.277295997,-11.65268063,20.373864224999995,5
2039,VIR513,991.5978000000001,8.30436069,-3.121590448,-15.17084968,25.932551785000005,5
2039,VIR494,478.32300000000015,5.824076261984216,-2.511389259,-14.64427321,18.03327743347939,5
2039,VIR469,518.7960000000002,6.445358214925756,-3.237676198,-13.44484858,16.24954233597399,5
2039,VIR715,872.5800000000004,7.553364678235963,-2.718918143,-12.55198293,21.511302775000004,5
2039,VIR512,1035.6378000000004,8.235463578,-3.287036701,-15.47001634,27.010075424999986,5
2040,VIR466,539.9789999999998,5.996361149182514,-2.950031209,-14.70733283,18.488962949581033,5
2040,VIR575,802.7411999999999,5.347610767364975,-1.638088978,-10.68554479,21.081757861345903,5
2040,VIR619,907.1790000000003,5.7190792199666305,-0.902995931,-9.056393741,17.59082488999999,5
2040,VIR621,1078.5672000000002,4.939978423998447,-1.531396101,-10.00765221,22.10139620000001,5
2040,VIR440,573.4655999999999,6.955810209646521,-3.732869819,-14.87385232,18.29846731,5
2040,VIR716,800.2991999999999,7.541680119665592,-2.253742992,-11.66744915,20.328737824999994,5
2040,VIR513,978.9786000000003,8.266413961941838,-3.142015083,-15.20662663,25.853589945000007,5
2040,VIR494,472.1928000000001,5.784490612,-2.414063377,-14.66698366,18.003851018710634,5
2040,VIR469,519.1026,6.407525017877006,-3.02098108,-13.42512193,16.27638181996674,5
2040,VIR715,865.9296000000003,7.549176496261282,-2.686299936,-12.56865248,21.455888055000003,5
2040,VIR512,1023.8010000000004,8.192793843,-3.289745594,-15.4944897,26.937889944999984,5
2041,VIR466,523.7027999999999,5.937369933744725,-2.988390944,-14.71848084,18.48834286220918,5
2041,VIR575,807.2472,5.352878016468917,-1.583173175,-10.46310415,21.11324919398132,5
2041,VIR619,913.5960000000003,5.722850725342975,-0.860980858,-8.864299386,17.254730969999994,5
2041,VIR621,1079.8722000000002,4.941514090281089,-1.470789439,-9.803946614,21.90838224000001,5
2041,VIR440,558.5813999999999,6.903954298868232,-3.756994819,-14.87596399,18.321813732576064,5
2041,VIR716,805.554,7.508813216183768,-2.189230991,-11.54986995,20.298246764999995,5
2041,VIR513,1020.8598000000002,8.259911161762627,-3.03022092,-14.96501345,25.84368102500001,5
2041,VIR494,455.2722000000001,5.713213378069991,-2.406961323,-14.67769236,17.92907844337482,5
2041,VIR469,510.88440000000014,6.3647300229973345,-3.080838607,-13.42971096,16.284366874345483,5
2041,VIR715,871.8384000000002,7.515634413567991,-2.624727356,-12.44729439,21.422984215000003,5
2041,VIR512,1067.7906000000005,8.185008305,-3.150612433,-15.20745872,26.974895604999986,5
2042,VIR466,538.3019999999999,5.984669590991754,-2.858579626,-14.54550347,18.47599236753673,5
2042,VIR575,796.9998,5.315551503434151,-1.517966398,-10.56339169,21.09088034,5
2042,VIR619,899.0190000000002,5.671678612810531,-0.8163149,-9.018638221,16.906562279999992,5
2042,VIR621,1068.0852000000002,4.909548896922508,-1.408169739,-9.924756669,21.80567827500001,5
2042,VIR440,574.2065999999999,6.948441877659481,-3.594836641,-14.70787182,18.33391087,5
2042,VIR716,799.0487999999999,7.525235911374191,-2.143157354,-11.47756886,20.190738794999994,5
2042,VIR513,988.4778000000002,8.249787404876669,-2.946814599,-14.96136927,25.79920097500001,5
2042,VIR494,464.6424000000001,5.736727818166571,-2.282574537,-14.50985654,17.837398688374822,5
2042,VIR469,524.3466000000002,6.390437031004467,-2.972018612,-13.2786364,16.279476644345486,5
2042,VIR715,863.7648000000002,7.520972743083148,-2.598572041,-12.3866454,21.363496110000003,5
2042,VIR512,1033.3266000000003,8.168291800192454,-3.060966623,-15.20320417,26.983000029999985,5
2043,VIR466,547.5197999999999,6.028295167028621,-2.764362844,-14.35274022,18.46962501,5
2043,VIR575,817.5810000000001,5.346441000361955,-1.542052611,-10.48406869,21.053487644684466,5
2043,VIR619,914.1738000000001,5.697943637772129,-0.861101767,-8.945014306,16.43865127999999,5
2043,VIR621,1091.4234000000004,4.922099348151386,-1.449574597,-9.844382216,21.64452335000001,5
2043,VIR440,577.8222,6.989884497987183,-3.465598353,-14.54725255,18.37403319891363,5
2043,VIR716,794.4474,7.502309436079772,-2.279156682,-11.61225796,20.093120494999994,5
2043,VIR513,991.9710000000003,8.222209879915072,-2.849035221,-14.80956834,25.72947670000001,5
2043,VIR494,473.6934000000001,5.768299454751312,-2.215269334,-14.32967829,17.76469531337482,5
2043,VIR469,536.2860000000002,6.440814351152956,-2.869790501,-13.10668176,16.28503040389562,5
2043,VIR715,855.1968000000002,7.5028249896269275,-2.745202321,-12.5316552,21.304239260000003,5
2043,VIR512,1036.0770000000002,8.129675344739304,-3.002883194,-15.06425605,26.978609729999985,5
2044,VIR466,515.7948,5.962324952107281,-2.729132829,-14.30602044,18.414405564333148,5
2044,VIR575,794.1948000000001,5.297787629994527,-1.503349254,-10.44213694,20.941729367551723,5
2044,VIR619,895.1898000000001,5.656128238276216,-0.833492555,-8.892558623,15.936331240115141,5
2044,VIR621,1061.073,4.872372369,-1.399614002,-9.815108147,21.41213282500001,5
2044,VIR440,541.8917999999999,6.928197645201019,-3.428171834,-14.50186977,18.371025404307684,5
2044,VIR716,799.9608000000001,7.481323316,-2.345355673,-11.62816439,20.01284970656384,5
2044,VIR513,1013.0736000000003,8.257201643249994,-2.90784836,-14.74868562,25.67037140000001,5
2044,VIR494,450.9198000000001,5.7255913702614905,-2.171773459,-14.3125631,17.65610976337482,5
2044,VIR469,501.31140000000016,6.363942299,-2.885776945,-13.05189987,16.266784201177167,5
2044,VIR715,861.1596000000002,7.491878547261513,-2.81175437,-12.56105117,21.287496535000002,5
2044,VIR512,1059.8112000000003,8.163961080543638,-3.055754029,-15.00144001,26.91904300499998,5
2045,VIR466,506.4552,5.974298278400163,-2.624724227,-14.18013663,18.321779005966757,5
2045,VIR575,790.3656000000001,5.254451240465598,-1.451425771,-10.43643348,20.829309106267075,5
2045,VIR619,892.7244000000001,5.606906096059114,-0.793797182,-8.859557185,15.406207560236266,5
2045,VIR621,1057.9368000000002,4.823481720209404,-1.346189367,-9.774780577,21.171686660000013,5
2045,VIR440,532.0211999999999,6.927980015272704,-3.344071316,-14.39306906,18.335780054307683,5
2045,VIR716,812.6688,7.528579956013738,-2.23143603,-11.39955757,19.917548056563845,5
2045,VIR513,1001.5896000000002,8.183365301724136,-2.806267811,-14.52642409,25.62028900000001,5
2045,VIR494,443.7504000000002,5.735908638566663,-2.052488992,-14.14177131,17.581802413374817,5
2045,VIR469,496.1034000000002,6.371762512,-2.767967901,-12.94119051,16.228722522717717,5
2045,VIR715,873.3888000000002,7.522776940758696,-2.701884458,-12.32757588,21.303275780000003,5
2045,VIR512,1048.6056000000005,8.084603857681374,-2.963184905,-14.78132483,26.895971349999982,5
2046,VIR466,506.34,5.939278717424123,-2.526487019,-14.13352488,18.239434070975687,5
2046,VIR575,826.1322000000002,5.340934434976253,-1.376737059,-10.06155492,20.686066039493923,5
2046,VIR619,933.2394,5.699926717516819,-0.747360947,-8.505571921,14.080311360236266,5
2046,VIR621,1108.0944000000002,4.9001903084556035,-1.269544656,-9.390622044,20.888620780000014,5
2046,VIR440,529.2113999999998,6.888368629937145,-3.221653944,-14.32328975,18.327873554307683,5
2046,VIR716,830.2008000000001,7.548054348857639,-2.074451285,-11.30069837,19.874924356563845,5
2046,VIR513,1061.7498000000003,8.257014458,-2.708534913,-14.25966594,25.606776486170453,5
2046,VIR494,443.54700000000025,5.703699224888325,-2.002415571,-14.08939263,17.508754946313857,5
